No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
45612,2015,3,16,11,1,201.0,212.0,193.0,197.0,2.0,57.0,1013.0,10.0,SE,1.79,0.0,0.0
45613,2015,3,16,12,1,228.0,237.0,221.0,224.0,5.0,66.0,1012.0,11.0,SE,3.58,0.0,0.0
45614,2015,3,16,13,1,265.0,261.0,263.0,242.0,5.0,62.0,1011.0,12.0,SE,5.37,0.0,0.0
45615,2015,3,16,14,1,274.0,280.0,280.0,256.0,5.0,62.0,1010.0,12.0,SE,7.16,0.0,0.0
45616,2015,3,16,15,1,300.0,289.0,297.0,266.0,6.0,62.0,1010.0,13.0,SE,10.29,0.0,0.0
45617,2015,3,16,16,1,315.0,332.0,318.0,293.0,6.0,62.0,1010.0,13.0,SE,13.42,0.0,0.0
45618,2015,3,16,17,1,335.0,343.0,336.0,305.0,6.0,62.0,1010.0,13.0,SE,15.21,0.0,0.0
45619,2015,3,16,18,1,334.0,319.0,320.0,302.0,6.0,66.0,1010.0,12.0,SE,17.0,0.0,0.0
45620,2015,3,16,19,1,326.0,332.0,324.0,311.0,5.0,71.0,1011.0,10.0,cv,0.89,0.0,0.0
45621,2015,3,16,20,1,317.0,330.0,312.0,302.0,5.0,75.0,1012.0,9.0,cv,1.78,0.0,0.0
45622,2015,3,16,21,1,309.0,322.0,307.0,305.0,5.0,87.0,1013.0,7.0,cv,2.67,0.0,0.0
45623,2015,3,16,22,1,312.0,326.0,311.0,312.0,5.0,81.0,1014.0,8.0,NW,1.79,0.0,0.0
45624,2015,3,16,23,1,315.0,345.0,319.0,318.0,5.0,87.0,1015.0,7.0,NW,2.68,0.0,0.0
45625,2015,3,17,0,1,323.0,346.0,325.0,313.0,4.0,86.0,1015.0,6.0,NW,4.47,0.0,0.0
45626,2015,3,17,1,1,328.0,341.0,325.0,318.0,5.0,87.0,1016.0,7.0,NW,7.6,0.0,0.0
45627,2015,3,17,2,1,329.0,340.0,325.0,309.0,5.0,87.0,1016.0,7.0,NW,9.39,0.0,0.0
45628,2015,3,17,3,1,325.0,327.0,316.0,311.0,4.0,86.0,1016.0,6.0,NW,11.18,0.0,0.0
45629,2015,3,17,4,1,321.0,323.0,317.0,313.0,3.0,86.0,1016.0,5.0,cv,0.89,0.0,0.0
45630,2015,3,17,5,1,321.0,313.0,308.0,311.0,4.0,93.0,1017.0,5.0,cv,1.78,0.0,0.0
45631,2015,3,17,6,1,314.0,297.0,304.0,303.0,3.0,93.0,1018.0,4.0,NW,1.79,0.0,0.0
45632,2015,3,17,7,1,298.0,316.0,306.0,304.0,3.0,93.0,1020.0,4.0,cv,0.89,0.0,0.0
45633,2015,3,17,8,1,268.0,364.0,325.0,315.0,5.0,93.0,1021.0,6.0,cv,1.78,0.0,0.0
45634,2015,3,17,9,1,273.0,378.0,352.0,317.0,5.0,75.0,1022.0,9.0,SE,1.79,0.0,0.0
45635,2015,3,17,10,1,265.0,330.0,317.0,211.0,4.0,57.0,1022.0,12.0,SE,3.58,0.0,0.0
45636,2015,3,17,11,1,186.0,168.0,174.0,150.0,0.0,35.0,1022.0,15.0,SE,6.71,0.0,0.0
45637,2015,3,17,12,1,143.0,168.0,161.0,143.0,-8.0,18.0,1021.0,16.0,SE,10.73,0.0,0.0
45638,2015,3,17,13,1,142.0,145.0,146.0,119.0,-3.0,25.0,1020.0,17.0,SE,14.75,0.0,0.0
45639,2015,3,17,14,1,115.0,113.0,112.0,93.0,-5.0,21.0,1019.0,17.0,SE,18.77,0.0,0.0
45640,2015,3,17,15,1,133.0,135.0,139.0,133.0,-7.0,18.0,1018.0,17.0,SE,22.79,0.0,0.0
45641,2015,3,17,16,1,157.0,156.0,157.0,144.0,-6.0,21.0,1018.0,16.0,SE,27.71,0.0,0.0
45642,2015,3,17,17,1,155.0,133.0,155.0,128.0,-5.0,24.0,1018.0,15.0,SE,32.63,0.0,0.0
45643,2015,3,17,18,1,131.0,144.0,148.0,136.0,-4.0,28.0,1018.0,14.0,SE,37.55,0.0,0.0
45644,2015,3,17,19,1,127.0,135.0,139.0,113.0,-4.0,32.0,1019.0,12.0,SE,42.47,0.0,0.0
45645,2015,3,17,20,1,90.0,112.0,94.0,90.0,-4.0,34.0,1019.0,11.0,SE,47.39,0.0,0.0
45646,2015,3,17,21,1,57.0,52.0,50.0,38.0,-5.0,34.0,1020.0,10.0,SE,52.31,0.0,0.0
45647,2015,3,17,22,1,34.0,32.0,38.0,29.0,-6.0,34.0,1021.0,9.0,SE,57.23,0.0,0.0
45648,2015,3,17,23,1,33.0,35.0,37.0,34.0,-7.0,33.0,1021.0,8.0,SE,61.25,0.0,0.0
45649,2015,3,18,0,1,29.0,36.0,30.0,31.0,-7.0,33.0,1021.0,8.0,SE,64.38,0.0,0.0
45650,2015,3,18,1,1,26.0,26.0,29.0,29.0,-7.0,36.0,1021.0,7.0,SE,67.51,0.0,0.0
45651,2015,3,18,2,1,27.0,27.0,29.0,27.0,-7.0,36.0,1020.0,7.0,cv,0.89,0.0,0.0
45652,2015,3,18,3,1,29.0,29.0,33.0,25.0,-6.0,41.0,1019.0,6.0,SE,0.89,0.0,0.0
45653,2015,3,18,4,1,28.0,30.0,27.0,21.0,-6.0,41.0,1019.0,6.0,cv,0.89,0.0,0.0
45654,2015,3,18,5,1,20.0,33.0,29.0,30.0,-6.0,44.0,1018.0,5.0,SE,1.79,0.0,0.0
45655,2015,3,18,6,1,26.0,45.0,22.0,35.0,-6.0,44.0,1018.0,5.0,NE,1.79,0.0,0.0
45656,2015,3,18,7,1,36.0,63.0,51.0,56.0,-5.0,48.0,1018.0,5.0,cv,0.89,0.0,0.0
45657,2015,3,18,8,1,38.0,54.0,30.0,40.0,-6.0,39.0,1018.0,7.0,SE,1.79,0.0,0.0
45658,2015,3,18,9,1,31.0,50.0,51.0,34.0,-7.0,33.0,1018.0,8.0,SE,3.58,0.0,0.0
45659,2015,3,18,10,1,34.0,39.0,,36.0,-8.0,27.0,1018.0,10.0,SE,6.71,0.0,0.0
45660,2015,3,18,11,1,34.0,40.0,,35.0,-10.0,21.0,1017.0,11.0,SE,9.84,0.0,0.0
45661,2015,3,18,12,1,34.0,37.0,18.0,30.0,-11.0,18.0,1016.0,12.0,SE,12.97,0.0,0.0
45662,2015,3,18,13,1,34.0,31.0,35.0,41.0,-12.0,17.0,1015.0,12.0,SE,14.76,0.0,0.0
45663,2015,3,18,14,1,40.0,39.0,43.0,43.0,-11.0,17.0,1014.0,13.0,SE,17.89,0.0,0.0
45664,2015,3,18,15,1,40.0,,43.0,48.0,-10.0,17.0,1013.0,14.0,SE,21.02,0.0,0.0
45665,2015,3,18,16,1,52.0,47.0,52.0,48.0,-10.0,17.0,1012.0,14.0,SE,24.15,0.0,0.0
45666,2015,3,18,17,1,56.0,53.0,53.0,58.0,-9.0,20.0,1012.0,13.0,SE,27.28,0.0,0.0
45667,2015,3,18,18,1,69.0,62.0,64.0,67.0,-9.0,23.0,1012.0,11.0,SE,30.41,0.0,0.0
45668,2015,3,18,19,1,80.0,76.0,76.0,73.0,-8.0,27.0,1013.0,10.0,SE,32.2,0.0,0.0
45669,2015,3,18,20,1,83.0,94.0,80.0,80.0,-7.0,29.0,1013.0,10.0,SE,33.99,0.0,0.0
45670,2015,3,18,21,1,90.0,113.0,86.0,104.0,-6.0,41.0,1014.0,6.0,SE,34.88,0.0,0.0
45671,2015,3,18,22,1,101.0,139.0,98.0,103.0,-6.0,44.0,1014.0,5.0,cv,0.89,0.0,0.0
45672,2015,3,18,23,1,110.0,133.0,99.0,125.0,-5.0,51.0,1015.0,4.0,NE,0.89,0.0,0.0
45673,2015,3,19,0,1,108.0,141.0,110.0,113.0,-5.0,51.0,1015.0,4.0,cv,0.89,0.0,0.0
45674,2015,3,19,1,1,123.0,141.0,118.0,133.0,-5.0,55.0,1016.0,3.0,cv,1.34,0.0,0.0
45675,2015,3,19,2,1,124.0,129.0,121.0,90.0,-6.0,51.0,1016.0,3.0,cv,2.23,0.0,0.0
45676,2015,3,19,3,1,97.0,128.0,102.0,89.0,-6.0,55.0,1016.0,2.0,NW,3.13,0.0,0.0
45677,2015,3,19,4,1,79.0,95.0,87.0,79.0,-7.0,47.0,1015.0,3.0,NW,6.26,0.0,0.0
45678,2015,3,19,5,1,74.0,97.0,84.0,78.0,-7.0,51.0,1016.0,2.0,NW,9.39,0.0,0.0
45679,2015,3,19,6,1,83.0,90.0,76.0,81.0,-7.0,51.0,1016.0,2.0,NW,11.18,0.0,0.0
45680,2015,3,19,7,1,84.0,128.0,94.0,110.0,-7.0,47.0,1017.0,3.0,NW,12.97,0.0,0.0
45681,2015,3,19,8,1,93.0,145.0,126.0,112.0,-6.0,39.0,1018.0,7.0,cv,0.89,0.0,0.0
45682,2015,3,19,9,1,84.0,137.0,119.0,97.0,-8.0,23.0,1019.0,12.0,NW,1.79,0.0,0.0
45683,2015,3,19,10,1,82.0,109.0,102.0,100.0,-8.0,22.0,1019.0,13.0,NW,3.58,0.0,0.0
45684,2015,3,19,11,1,72.0,122.0,88.0,80.0,-9.0,18.0,1019.0,15.0,cv,0.89,0.0,0.0
45685,2015,3,19,12,1,67.0,79.0,58.0,60.0,-10.0,15.0,1018.0,16.0,cv,2.68,0.0,0.0
45686,2015,3,19,13,1,64.0,63.0,56.0,57.0,-12.0,11.0,1017.0,18.0,SE,1.79,0.0,0.0
45687,2015,3,19,14,1,54.0,61.0,62.0,53.0,-11.0,12.0,1016.0,19.0,SE,5.81,0.0,0.0
45688,2015,3,19,15,1,53.0,66.0,58.0,60.0,-12.0,10.0,1015.0,20.0,SE,10.73,0.0,0.0
45689,2015,3,19,16,1,59.0,64.0,66.0,62.0,-12.0,11.0,1014.0,19.0,SE,15.65,0.0,0.0
45690,2015,3,19,17,1,75.0,79.0,77.0,77.0,-11.0,12.0,1014.0,19.0,SE,20.57,0.0,0.0
45691,2015,3,19,18,1,84.0,90.0,89.0,79.0,-10.0,14.0,1014.0,17.0,SE,26.38,0.0,0.0
45692,2015,3,19,19,1,113.0,116.0,111.0,100.0,-9.0,15.0,1015.0,17.0,SE,32.19,0.0,0.0
45693,2015,3,19,20,1,124.0,137.0,127.0,122.0,-7.0,19.0,1015.0,16.0,SE,36.21,0.0,0.0
45694,2015,3,19,21,1,144.0,152.0,150.0,136.0,-6.0,27.0,1017.0,12.0,NE,1.79,0.0,0.0
45695,2015,3,19,22,1,141.0,156.0,148.0,138.0,-6.0,27.0,1017.0,12.0,SE,0.89,0.0,0.0
45696,2015,3,19,23,1,116.0,145.0,127.0,116.0,-6.0,31.0,1017.0,10.0,NE,1.79,0.0,0.0
45697,2015,3,20,0,1,117.0,136.0,119.0,120.0,-6.0,39.0,1018.0,7.0,NW,3.13,0.0,0.0
45698,2015,3,20,1,1,88.0,147.0,106.0,78.0,-7.0,31.0,1018.0,9.0,NW,4.92,0.0,0.0
45699,2015,3,20,2,1,44.0,147.0,91.0,53.0,-7.0,36.0,1018.0,7.0,NW,6.71,0.0,0.0
45700,2015,3,20,3,1,32.0,107.0,36.0,37.0,-8.0,33.0,1019.0,7.0,NW,8.5,0.0,0.0
45701,2015,3,20,4,1,28.0,57.0,36.0,28.0,-8.0,33.0,1019.0,7.0,NW,10.29,0.0,0.0
45702,2015,3,20,5,1,27.0,34.0,33.0,31.0,-7.0,41.0,1019.0,5.0,NW,12.08,0.0,0.0
45703,2015,3,20,6,1,27.0,33.0,31.0,32.0,-8.0,38.0,1019.0,5.0,NW,13.87,0.0,0.0
45704,2015,3,20,7,1,27.0,32.0,28.0,33.0,-11.0,24.0,1020.0,8.0,NW,17.0,0.0,0.0
45705,2015,3,20,8,1,22.0,28.0,29.0,30.0,-12.0,17.0,1020.0,12.0,NW,20.13,0.0,0.0
45706,2015,3,20,9,1,19.0,24.0,29.0,25.0,-15.0,11.0,1021.0,15.0,NW,24.15,0.0,0.0
45707,2015,3,20,10,1,23.0,,33.0,26.0,-18.0,7.0,1020.0,17.0,NW,29.96,0.0,0.0
45708,2015,3,20,11,1,26.0,,33.0,33.0,-16.0,9.0,1020.0,17.0,NW,37.11,0.0,0.0
45709,2015,3,20,12,1,29.0,,38.0,38.0,-16.0,8.0,1019.0,18.0,NW,46.94,0.0,0.0
45710,2015,3,20,13,1,36.0,,40.0,43.0,-18.0,6.0,1018.0,19.0,NW,54.99,0.0,0.0
45711,2015,3,20,14,1,35.0,,40.0,36.0,-15.0,8.0,1016.0,20.0,NW,62.14,0.0,0.0
45712,2015,3,20,15,1,34.0,,41.0,37.0,-15.0,8.0,1015.0,20.0,NW,70.19,0.0,0.0
45713,2015,3,20,16,1,33.0,,41.0,38.0,-15.0,8.0,1014.0,20.0,NW,74.21,0.0,0.0
45714,2015,3,20,17,1,37.0,48.0,41.0,38.0,-16.0,8.0,1014.0,19.0,cv,1.79,0.0,0.0
45715,2015,3,20,18,1,38.0,52.0,38.0,40.0,-16.0,8.0,1013.0,18.0,SE,4.02,0.0,0.0
45716,2015,3,20,19,1,44.0,65.0,53.0,39.0,-14.0,10.0,1014.0,17.0,SE,8.94,0.0,0.0
45717,2015,3,20,20,1,45.0,58.0,55.0,47.0,-13.0,12.0,1014.0,16.0,SE,13.86,0.0,0.0
45718,2015,3,20,21,1,50.0,69.0,58.0,54.0,-13.0,13.0,1015.0,15.0,SE,16.99,0.0,0.0
45719,2015,3,20,22,1,67.0,47.0,58.0,53.0,-13.0,15.0,1015.0,13.0,NW,3.13,0.0,0.0
45720,2015,3,20,23,1,63.0,79.0,62.0,56.0,-13.0,16.0,1015.0,12.0,cv,0.89,0.0,0.0
45721,2015,3,21,0,1,109.0,64.0,57.0,54.0,-12.0,18.0,1015.0,11.0,NW,1.79,0.0,0.0
45722,2015,3,21,1,1,79.0,57.0,48.0,41.0,-13.0,14.0,1016.0,14.0,NW,6.71,0.0,0.0
45723,2015,3,21,2,1,42.0,40.0,39.0,30.0,-15.0,12.0,1016.0,13.0,NW,11.63,0.0,0.0
45724,2015,3,21,3,1,31.0,31.0,32.0,27.0,-15.0,13.0,1016.0,12.0,NW,14.76,0.0,0.0
45725,2015,3,21,4,1,28.0,24.0,21.0,18.0,-17.0,12.0,1016.0,11.0,NW,17.89,0.0,0.0
45726,2015,3,21,5,1,25.0,44.0,24.0,26.0,-19.0,9.0,1016.0,12.0,NW,25.94,0.0,0.0
45727,2015,3,21,6,1,14.0,30.0,25.0,15.0,-19.0,10.0,1017.0,11.0,NW,30.86,0.0,0.0
45728,2015,3,21,7,1,15.0,18.0,18.0,18.0,-18.0,11.0,1018.0,11.0,NW,36.67,0.0,0.0
45729,2015,3,21,8,1,11.0,18.0,12.0,17.0,-17.0,10.0,1020.0,14.0,NW,40.69,0.0,0.0
45730,2015,3,21,9,1,13.0,12.0,14.0,12.0,-19.0,8.0,1021.0,15.0,NW,49.63,0.0,0.0
45731,2015,3,21,10,1,6.0,9.0,15.0,14.0,-20.0,6.0,1021.0,16.0,NW,57.68,0.0,0.0
45732,2015,3,21,11,1,4.0,13.0,10.0,13.0,-19.0,7.0,1020.0,17.0,NW,64.83,0.0,0.0
45733,2015,3,21,12,1,12.0,17.0,18.0,13.0,-19.0,7.0,1020.0,17.0,NW,69.75,0.0,0.0
45734,2015,3,21,13,1,5.0,12.0,10.0,11.0,-20.0,6.0,1019.0,18.0,NW,76.9,0.0,0.0
45735,2015,3,21,14,1,13.0,16.0,12.0,12.0,-19.0,6.0,1018.0,19.0,NW,84.05,0.0,0.0
45736,2015,3,21,15,1,5.0,13.0,7.0,7.0,-19.0,6.0,1017.0,19.0,NW,92.99,0.0,0.0
45737,2015,3,21,16,1,8.0,7.0,13.0,,-19.0,5.0,1017.0,20.0,NW,98.8,0.0,0.0
45738,2015,3,21,17,1,7.0,13.0,7.0,6.0,-19.0,5.0,1017.0,20.0,NW,101.93,0.0,0.0
45739,2015,3,21,18,1,9.0,9.0,12.0,8.0,-20.0,6.0,1017.0,18.0,NW,107.74,0.0,0.0
45740,2015,3,21,19,1,13.0,7.0,10.0,8.0,-21.0,5.0,1018.0,17.0,NW,111.76,0.0,0.0
45741,2015,3,21,20,1,21.0,13.0,15.0,17.0,-19.0,7.0,1019.0,17.0,NW,115.78,0.0,0.0
45742,2015,3,21,21,1,26.0,20.0,13.0,14.0,-18.0,8.0,1019.0,16.0,NW,118.91,0.0,0.0
45743,2015,3,21,22,1,23.0,27.0,16.0,18.0,-18.0,11.0,1020.0,11.0,NW,120.7,0.0,0.0
45744,2015,3,21,23,1,28.0,33.0,18.0,29.0,-16.0,14.0,1021.0,10.0,NW,124.72,0.0,0.0
45745,2015,3,22,0,1,41.0,53.0,45.0,47.0,-18.0,10.0,1022.0,12.0,NW,128.74,0.0,0.0
45746,2015,3,22,1,1,31.0,42.0,39.0,33.0,-18.0,12.0,1023.0,10.0,NW,130.53,0.0,0.0
45747,2015,3,22,2,1,22.0,34.0,28.0,26.0,-19.0,10.0,1024.0,11.0,NW,136.34,0.0,0.0
45748,2015,3,22,3,1,14.0,20.0,17.0,17.0,-17.0,13.0,1025.0,10.0,NE,3.13,0.0,0.0
45749,2015,3,22,4,1,10.0,21.0,15.0,18.0,-14.0,18.0,1025.0,9.0,NE,10.28,0.0,0.0
45750,2015,3,22,5,1,13.0,15.0,12.0,11.0,-14.0,20.0,1026.0,7.0,NE,16.09,0.0,0.0
45751,2015,3,22,6,1,7.0,14.0,9.0,8.0,-15.0,20.0,1027.0,6.0,NE,21.9,0.0,0.0
45752,2015,3,22,7,1,9.0,9.0,8.0,10.0,-16.0,18.0,1028.0,6.0,NE,27.71,0.0,0.0
45753,2015,3,22,8,1,11.0,13.0,14.0,8.0,-16.0,18.0,1029.0,6.0,NE,33.52,0.0,0.0
45754,2015,3,22,9,1,11.0,17.0,13.0,16.0,-17.0,16.0,1030.0,7.0,NE,39.33,0.0,0.0
45755,2015,3,22,10,1,10.0,15.0,12.0,16.0,-20.0,10.0,1031.0,9.0,NE,44.25,0.0,0.0
45756,2015,3,22,11,1,10.0,20.0,15.0,6.0,-22.0,8.0,1030.0,10.0,NE,49.17,0.0,0.0
45757,2015,3,22,12,1,10.0,20.0,8.0,9.0,-22.0,8.0,1030.0,11.0,SE,4.02,0.0,0.0
45758,2015,3,22,13,1,11.0,13.0,16.0,9.0,-20.0,7.0,1028.0,14.0,cv,1.79,0.0,0.0
45759,2015,3,22,14,1,17.0,20.0,12.0,15.0,-22.0,6.0,1028.0,14.0,SE,1.79,0.0,0.0
45760,2015,3,22,15,1,17.0,16.0,27.0,15.0,-21.0,7.0,1027.0,14.0,cv,1.79,0.0,0.0
45761,2015,3,22,16,1,16.0,24.0,18.0,17.0,-22.0,6.0,1027.0,14.0,SE,4.92,0.0,0.0
45762,2015,3,22,17,1,19.0,17.0,19.0,19.0,-22.0,6.0,1026.0,14.0,SE,8.94,0.0,0.0
45763,2015,3,22,18,1,25.0,24.0,30.0,24.0,-20.0,8.0,1026.0,13.0,SE,13.86,0.0,0.0
45764,2015,3,22,19,1,43.0,51.0,49.0,54.0,-19.0,9.0,1027.0,12.0,SE,17.88,0.0,0.0
45765,2015,3,22,20,1,39.0,50.0,45.0,42.0,-7.0,27.0,1028.0,11.0,SE,21.9,0.0,0.0
45766,2015,3,22,21,1,36.0,40.0,37.0,33.0,-8.0,31.0,1029.0,8.0,SE,25.03,0.0,0.0
45767,2015,3,22,22,1,38.0,35.0,39.0,35.0,-8.0,33.0,1029.0,7.0,SE,28.16,0.0,0.0
45768,2015,3,22,23,1,37.0,38.0,41.0,41.0,-8.0,35.0,1030.0,6.0,SE,29.95,0.0,0.0
45769,2015,3,23,0,1,44.0,46.0,45.0,41.0,-8.0,41.0,1030.0,4.0,SE,31.74,0.0,0.0
45770,2015,3,23,1,1,45.0,52.0,49.0,47.0,-6.0,51.0,1030.0,3.0,cv,0.89,0.0,0.0
45771,2015,3,23,2,1,46.0,61.0,51.0,47.0,-8.0,50.0,1030.0,1.0,cv,1.78,0.0,0.0
45772,2015,3,23,3,1,48.0,72.0,51.0,51.0,-7.0,55.0,1030.0,1.0,SE,0.89,0.0,0.0
45773,2015,3,23,4,1,55.0,75.0,66.0,66.0,-7.0,59.0,1030.0,0.0,cv,0.45,0.0,0.0
45774,2015,3,23,5,1,57.0,73.0,62.0,55.0,-6.0,68.0,1030.0,-1.0,NW,0.89,0.0,0.0
45775,2015,3,23,6,1,53.0,84.0,63.0,57.0,-6.0,68.0,1030.0,-1.0,NW,4.02,0.0,0.0
45776,2015,3,23,7,1,59.0,86.0,65.0,73.0,-6.0,51.0,1030.0,3.0,NW,5.81,0.0,0.0
45777,2015,3,23,8,1,56.0,82.0,72.0,66.0,-7.0,38.0,1031.0,6.0,NW,7.6,0.0,0.0
45778,2015,3,23,9,1,45.0,65.0,50.0,48.0,-10.0,24.0,1031.0,9.0,NW,9.39,0.0,0.0
45779,2015,3,23,10,1,29.0,41.0,34.0,26.0,-11.0,17.0,1031.0,13.0,NW,11.18,0.0,0.0
45780,2015,3,23,11,1,23.0,16.0,13.0,13.0,-15.0,11.0,1030.0,15.0,NW,14.31,0.0,0.0
45781,2015,3,23,12,1,19.0,19.0,10.0,8.0,-17.0,8.0,1029.0,17.0,NW,17.44,0.0,0.0
45782,2015,3,23,13,1,15.0,17.0,13.0,11.0,-19.0,6.0,1028.0,18.0,NW,22.36,0.0,0.0
45783,2015,3,23,14,1,13.0,20.0,18.0,11.0,-18.0,7.0,1027.0,18.0,NW,28.17,0.0,0.0
45784,2015,3,23,15,1,11.0,17.0,16.0,12.0,-18.0,6.0,1026.0,19.0,SE,5.81,0.0,0.0
45785,2015,3,23,16,1,13.0,14.0,16.0,11.0,-18.0,6.0,1026.0,19.0,SE,9.83,0.0,0.0
45786,2015,3,23,17,1,16.0,15.0,14.0,18.0,-17.0,7.0,1026.0,18.0,SE,14.75,0.0,0.0
45787,2015,3,23,18,1,16.0,19.0,20.0,17.0,-18.0,8.0,1026.0,15.0,SE,19.67,0.0,0.0
45788,2015,3,23,19,1,27.0,26.0,27.0,27.0,-17.0,9.0,1026.0,15.0,SE,23.69,0.0,0.0
45789,2015,3,23,20,1,36.0,34.0,38.0,37.0,-15.0,13.0,1027.0,12.0,SE,27.71,0.0,0.0
45790,2015,3,23,21,1,45.0,42.0,46.0,44.0,-14.0,15.0,1028.0,11.0,SE,31.73,0.0,0.0
45791,2015,3,23,22,1,43.0,49.0,49.0,44.0,-14.0,14.0,1028.0,12.0,SE,34.86,0.0,0.0
45792,2015,3,23,23,1,45.0,50.0,51.0,45.0,-11.0,21.0,1029.0,10.0,SE,37.99,0.0,0.0
45793,2015,3,24,0,1,49.0,84.0,60.0,60.0,-12.0,21.0,1029.0,9.0,SE,39.78,0.0,0.0
45794,2015,3,24,1,1,65.0,89.0,72.0,80.0,-7.0,33.0,1030.0,8.0,SE,43.8,0.0,0.0
45795,2015,3,24,2,1,91.0,108.0,100.0,111.0,-4.0,48.0,1031.0,6.0,SE,48.72,0.0,0.0
45796,2015,3,24,3,1,92.0,89.0,92.0,86.0,-5.0,48.0,1031.0,5.0,SE,54.53,0.0,0.0
45797,2015,3,24,4,1,77.0,73.0,70.0,69.0,-7.0,41.0,1032.0,5.0,SE,58.55,0.0,0.0
45798,2015,3,24,5,1,64.0,78.0,66.0,74.0,-8.0,41.0,1033.0,4.0,SE,60.34,0.0,0.0
45799,2015,3,24,6,1,92.0,75.0,69.0,61.0,-9.0,38.0,1033.0,4.0,cv,0.89,0.0,0.0
45800,2015,3,24,7,1,85.0,70.0,60.0,64.0,-7.0,47.0,1034.0,3.0,SE,0.89,0.0,0.0
45801,2015,3,24,8,1,58.0,75.0,67.0,71.0,-8.0,35.0,1034.0,6.0,NE,0.89,0.0,0.0
45802,2015,3,24,9,1,69.0,77.0,68.0,65.0,-9.0,28.0,1034.0,8.0,cv,0.89,0.0,0.0
45803,2015,3,24,10,1,65.0,80.0,70.0,73.0,-10.0,24.0,1034.0,9.0,SE,1.79,0.0,0.0
45804,2015,3,24,11,1,77.0,78.0,71.0,70.0,-9.0,23.0,1034.0,11.0,cv,1.79,0.0,0.0
45805,2015,3,24,12,1,75.0,72.0,72.0,64.0,-10.0,20.0,1033.0,12.0,cv,3.58,0.0,0.0
45806,2015,3,24,13,1,73.0,71.0,64.0,64.0,-10.0,17.0,1032.0,14.0,cv,5.37,0.0,0.0
45807,2015,3,24,14,1,70.0,75.0,75.0,70.0,-11.0,15.0,1030.0,15.0,cv,8.5,0.0,0.0
45808,2015,3,24,15,1,78.0,68.0,78.0,70.0,-11.0,14.0,1029.0,16.0,SE,3.13,0.0,0.0
45809,2015,3,24,16,1,76.0,92.0,83.0,75.0,-11.0,14.0,1029.0,16.0,SE,7.15,0.0,0.0
45810,2015,3,24,17,1,87.0,95.0,87.0,105.0,-10.0,15.0,1028.0,16.0,SE,11.17,0.0,0.0
45811,2015,3,24,18,1,96.0,114.0,99.0,101.0,-9.0,19.0,1028.0,14.0,SE,14.3,0.0,0.0
45812,2015,3,24,19,1,109.0,133.0,107.0,116.0,-7.0,24.0,1029.0,13.0,SE,16.09,0.0,0.0
45813,2015,3,24,20,1,120.0,144.0,119.0,125.0,-5.0,30.0,1030.0,12.0,SE,19.22,0.0,0.0
45814,2015,3,24,21,1,136.0,156.0,138.0,134.0,-5.0,34.0,1030.0,10.0,SE,21.01,0.0,0.0
45815,2015,3,24,22,1,202.0,166.0,147.0,146.0,-4.0,39.0,1030.0,9.0,SE,22.8,0.0,0.0
45816,2015,3,24,23,1,148.0,133.0,135.0,140.0,-2.0,45.0,1031.0,9.0,SE,26.82,0.0,0.0
45817,2015,3,25,0,1,133.0,131.0,120.0,115.0,-1.0,52.0,1031.0,8.0,SE,29.95,0.0,0.0
45818,2015,3,25,1,1,121.0,131.0,125.0,126.0,0.0,65.0,1031.0,6.0,cv,0.89,0.0,0.0
45819,2015,3,25,2,1,123.0,131.0,123.0,122.0,0.0,70.0,1031.0,5.0,NE,1.79,0.0,0.0
45820,2015,3,25,3,1,118.0,122.0,113.0,118.0,-2.0,64.0,1031.0,4.0,cv,0.89,0.0,0.0
45821,2015,3,25,4,1,124.0,130.0,122.0,125.0,-3.0,64.0,1030.0,3.0,SE,0.89,0.0,0.0
45822,2015,3,25,5,1,125.0,139.0,121.0,127.0,-2.0,69.0,1030.0,3.0,SE,2.68,0.0,0.0
45823,2015,3,25,6,1,125.0,141.0,125.0,126.0,-2.0,74.0,1031.0,2.0,cv,0.89,0.0,0.0
45824,2015,3,25,7,1,120.0,140.0,129.0,134.0,-2.0,74.0,1032.0,2.0,cv,1.78,0.0,0.0
45825,2015,3,25,8,1,127.0,,132.0,126.0,-1.0,60.0,1032.0,6.0,NE,0.89,0.0,0.0
45826,2015,3,25,9,1,136.0,,136.0,146.0,-2.0,45.0,1032.0,9.0,NW,1.79,0.0,0.0
45827,2015,3,25,10,1,148.0,,161.0,151.0,-2.0,40.0,1032.0,11.0,cv,0.89,0.0,0.0
45828,2015,3,25,11,1,157.0,,163.0,153.0,-4.0,30.0,1032.0,13.0,cv,1.78,0.0,0.0
45829,2015,3,25,12,1,172.0,109.0,171.0,158.0,-3.0,30.0,1031.0,14.0,SE,1.79,0.0,0.0
45830,2015,3,25,13,1,163.0,175.0,168.0,151.0,-3.0,26.0,1030.0,16.0,SE,4.92,0.0,0.0
45831,2015,3,25,14,1,106.0,122.0,114.0,101.0,-1.0,29.0,1029.0,17.0,SE,8.94,0.0,0.0
45832,2015,3,25,15,1,89.0,102.0,90.0,96.0,0.0,29.0,1029.0,18.0,SE,13.86,0.0,0.0
